storeid,itemid,price,time
598,32,5.77,2020-07-01
196,1,37.31,2020-01-17
369,8,10.83,2020-07-18
759,7,1.06,2020-02-26
690,6,68.12,2020-01-01
612,20,1.32,2020-07-29
882,43,12.11,2020-05-25
916,2,27.72,2020-02-15
831,1,21.63,2020-08-15
827,8,20.64,2020-07-12
715,34,14.67,2020-12-11
113,38,12.41,2020-05-31
919,15,95.52,2020-04-05
838,41,30.03,2020-08-30
244,1,84.1,2020-07-02
60,29,46.82,2020-12-15
46,26,11.11,2020-04-15
498,42,65.4,2020-06-25
225,40,40.81,2020-03-20
326,29,15.26,2020-07-30
974,3,71.45,2020-06-24
181,20,8.91,2020-08-13
37,5,76.11,2020-10-23
707,7,20.63,2020-11-23
471,11,8.27,2020-06-01
855,45,53.33,2020-06-09
562,3,62.78,2020-01-01
904,45,51.37,2020-01-06
747,50,97.22,2020-11-13
355,19,59.43,2020-03-13
647,29,49.93,2020-04-06
221,32,88.04,2020-01-30
912,16,77.3,2020-09-11
838,29,36.9,2020-03-29
531,44,42.87,2020-08-09
295,44,24.59,2020-11-04
395,46,69.87,2020-01-08
441,18,27.51,2020-09-25
185,41,94.34,2020-12-09
129,38,44.05,2020-05-12
757,12,16.08,2020-06-08
766,28,98.85,2020-01-09
701,47,26.99,2020-11-08
337,3,4.08,2020-03-11
948,39,62.45,2020-12-12
33,15,90.83,2020-11-11
299,36,5.32,2020-06-25
670,24,1.78,2020-12-26
929,15,16.55,2020-06-10
527,25,2.01,2020-12-08
491,30,33.31,2020-04-19
871,41,97.15,2020-11-03
411,33,48.9,2020-03-26
953,18,54.26,2020-07-28
181,34,14.25,2020-07-21
822,50,40.92,2020-01-09
206,33,75.69,2020-05-26
505,24,54.48,2020-09-04
89,17,2.45,2020-02-06
698,41,57.17,2020-07-23
690,24,37.3,2020-11-27
49,14,72.86,2020-12-20
613,7,55.06,2020-04-19
534,50,49.31,2020-02-22
599,47,36.41,2020-01-02
823,2,90.12,2020-09-17
76,17,59.8,2020-12-06
540,26,60.51,2020-04-23
268,25,27.45,2020-03-21
144,23,17.53,2020-03-03
708,44,5.65,2020-02-23
1,13,73.73,2020-08-29
962,37,77.41,2020-07-25
135,39,23.05,2020-01-22
578,29,25.56,2020-07-20
773,38,98.5,2020-04-21
126,10,22.15,2020-09-16
913,26,57.26,2020-11-26
152,39,79.99,2020-06-22
327,2,66.59,2020-05-17
665,42,94.42,2020-07-26
651,13,54.75,2020-07-20
230,34,69.1,2020-01-24
689,41,18.21,2020-01-07
251,48,72.29,2020-11-25
179,6,54.07,2020-12-17
28,3,19.89,2020-08-29
587,44,4.88,2020-12-12
359,36,42.86,2020-12-07
855,6,85.81,2020-06-19
316,27,60.15,2020-11-02
116,39,64.85,2020-03-05
274,12,23.35,2020-08-25
722,9,23.05,2020-04-02
1000,49,16.19,2020-06-05
281,29,43.72,2020-07-24
605,4,4.63,2020-09-28
55,14,51.15,2020-12-21
513,4,97.96,2020-01-25
810,6,1.16,2020-03-21
724,3,39.2,2020-02-01
950,45,51.66,2020-09-09
459,42,73.4,2020-02-23
956,27,26.94,2020-04-21
326,28,94.55,2020-03-27
911,46,56.74,2020-09-26
58,5,18.62,2020-07-06
110,1,11.47,2020-07-07
804,42,11.73,2020-09-15
748,20,97.94,2020-04-15
137,40,75.24,2020-01-26
639,20,15.63,2020-08-15
154,19,50.87,2020-04-05
43,14,43.46,2020-07-31
835,21,21.17,2020-06-11
910,28,84.57,2020-04-05
986,28,98.19,2020-12-02
145,45,35.03,2020-01-12
903,46,42.97,2020-11-17
33,46,79.34,2020-08-13
587,43,66.34,2020-12-29
711,50,43.37,2020-02-01
862,35,4.0,2020-09-27
250,38,11.94,2020-09-01
183,22,85.63,2020-03-04
215,18,41.62,2020-01-15
955,6,76.44,2020-11-19
472,16,55.35,2020-05-21
101,14,89.41,2020-12-10
281,49,67.85,2020-01-30
192,10,60.05,2020-06-15
715,47,20.81,2020-11-12
393,37,7.91,2020-02-16
536,38,43.22,2020-03-04
644,40,35.77,2020-03-15
274,10,3.34,2020-06-05
968,48,99.46,2020-09-26
109,30,18.97,2020-02-18
12,11,76.69,2020-01-18
762,5,27.36,2020-11-26
631,17,22.75,2020-11-24
711,27,50.79,2020-02-13
228,20,44.45,2020-02-20
463,11,76.7,2020-10-25
428,13,69.83,2020-08-11
158,44,12.56,2020-04-06
832,11,69.85,2020-04-25
461,27,2.74,2020-12-09
755,14,87.69,2020-06-19
929,13,49.7,2020-01-17
44,32,28.34,2020-03-25
692,9,68.73,2020-03-25
813,36,65.01,2020-05-23
408,7,25.24,2020-07-03
69,21,8.68,2020-04-26
676,25,25.48,2020-06-14
319,47,26.28,2020-12-16
684,31,69.45,2020-09-18
750,21,16.42,2020-02-29
218,20,11.2,2020-12-05
24,21,74.06,2020-05-23
400,40,41.04,2020-02-16
716,12,85.69,2020-11-24
208,30,24.46,2020-04-19
68,31,85.88,2020-02-14
755,43,89.56,2020-01-17
958,17,73.11,2020-08-20
420,13,88.08,2020-01-13
857,27,64.77,2020-04-14
425,18,78.99,2020-06-30
939,26,28.03,2020-06-27
475,2,15.44,2020-08-25
108,3,36.78,2020-06-03
659,29,70.42,2020-06-08
445,26,68.25,2020-01-20
205,19,94.99,2020-09-18
181,24,87.23,2020-08-04
432,26,6.87,2020-01-21
556,13,21.7,2020-07-03
716,8,66.9,2020-09-28
64,37,1.31,2020-04-25
132,24,55.84,2020-08-28
687,6,98.93,2020-07-04
680,19,31.53,2020-08-24
412,38,71.71,2020-08-06
616,6,52.81,2020-06-25
958,7,67.48,2020-07-07
25,11,36.24,2020-04-26
628,5,31.83,2020-10-03
992,49,43.73,2020-03-19
975,7,77.09,2020-06-22
892,43,50.86,2020-04-18
815,1,66.89,2020-06-03
604,11,31.52,2020-04-15
454,11,18.07,2020-09-05
808,8,36.54,2020-11-23
637,44,19.96,2020-08-23
912,42,19.29,2020-05-21
31,49,81.59,2020-12-04
452,42,83.75,2020-03-16
323,23,54.23,2020-03-21
548,48,77.72,2020-12-14
652,3,25.93,2020-05-29
249,16,89.77,2020-12-23
22,29,1.31,2020-06-08
150,7,52.83,2020-01-31
987,40,34.69,2020-04-14
231,3,48.43,2020-02-14
811,13,37.81,2020-06-10
433,34,58.79,2020-07-27
140,13,30.47,2020-04-28
949,9,87.57,2020-09-29
740,11,24.95,2020-02-06
169,23,75.97,2020-01-23
293,14,55.72,2020-10-12
265,16,69.89,2020-08-05
38,31,71.39,2020-08-12
175,7,18.01,2020-09-14
515,30,10.89,2020-09-15
511,28,52.3,2020-02-25
349,38,22.81,2020-08-30
951,35,59.84,2020-07-18
614,3,52.92,2020-12-17
167,14,43.45,2020-05-06
521,25,2.72,2020-03-30
235,10,15.91,2020-05-31
514,38,13.46,2020-10-30
426,11,2.48,2020-11-22
796,41,67.61,2020-09-12
999,23,62.65,2020-06-06
624,9,78.9,2020-09-17
397,7,87.72,2020-04-11
709,44,25.9,2020-08-09
283,3,29.99,2020-10-04
496,30,76.0,2020-02-25
816,25,24.25,2020-07-15
357,44,94.24,2020-08-22
828,33,27.89,2020-11-08
430,10,78.51,2020-04-30
10,31,64.93,2020-06-13
283,5,30.41,2020-07-24
254,24,20.76,2020-11-16
564,34,38.66,2020-10-21
703,2,77.94,2020-02-14
914,8,44.57,2020-02-01
157,35,59.64,2020-06-30
51,4,97.43,2020-01-10
850,8,26.38,2020-08-01
228,22,43.45,2020-09-10
966,35,12.58,2020-11-03
965,3,92.98,2020-01-03
700,46,26.15,2020-11-03
435,49,32.73,2020-12-05
449,7,74.04,2020-05-17
809,29,24.01,2020-01-20
519,8,83.67,2020-07-13
716,49,35.16,2020-06-30
903,19,7.8,2020-01-09
444,31,51.23,2020-12-29
579,19,92.01,2020-01-25
906,41,87.21,2020-05-26
947,38,8.88,2020-10-22
668,22,8.03,2020-09-17
614,8,22.0,2020-08-12
423,45,55.52,2020-07-24
145,21,15.01,2020-07-20
876,41,80.05,2020-11-19
991,42,58.37,2020-01-16
662,31,56.23,2020-10-19
17,13,92.66,2020-04-05
977,41,47.72,2020-09-23
146,17,66.14,2020-09-06
25,22,43.65,2020-11-20
267,40,30.92,2020-09-02
950,39,29.2,2020-04-02
538,49,40.69,2020-06-27
634,39,35.06,2020-07-03
949,39,29.98,2020-08-18
193,47,71.97,2020-01-16
384,14,17.17,2020-12-16
287,32,38.64,2020-12-26
47,27,70.16,2020-01-08
981,17,75.52,2020-08-15
186,7,78.74,2020-04-22
342,44,36.75,2020-02-11
956,16,35.76,2020-07-05
180,21,45.01,2020-12-22
603,12,18.14,2020-02-28
484,46,29.31,2020-09-17
964,6,55.28,2020-05-22
797,29,45.81,2020-02-18
826,35,0.88,2020-03-16
840,3,62.68,2020-10-14
238,45,85.65,2020-11-13
228,5,15.36,2020-08-16
448,40,95.77,2020-01-21
376,10,24.37,2020-08-02
566,37,93.67,2020-05-21
806,17,89.16,2020-05-09
989,21,40.08,2020-09-07
799,49,37.14,2020-05-12
364,26,98.65,2020-06-24
560,17,25.98,2020-01-10
453,30,74.37,2020-06-28
134,32,15.68,2020-10-20
289,22,67.83,2020-07-15
705,24,19.03,2020-07-17
660,3,14.22,2020-08-25
680,43,84.01,2020-12-17
834,43,32.1,2020-11-29
86,22,54.07,2020-10-29
952,13,71.89,2020-07-31
318,40,22.12,2020-01-31
346,33,2.02,2020-12-06
139,2,99.19,2020-10-13
575,15,92.23,2020-11-11
981,3,16.07,2020-04-15
601,14,31.36,2020-03-08
219,48,97.42,2020-03-27
298,28,44.14,2020-02-22
952,23,1.5,2020-07-14
288,20,25.51,2020-09-27
538,14,86.34,2020-01-16
351,14,85.01,2020-01-20
398,48,71.21,2020-12-04
587,14,57.78,2020-01-18
535,11,15.18,2020-08-27
745,40,18.04,2020-02-05
821,28,0.35,2020-05-29
862,38,28.07,2020-02-29
614,31,31.87,2020-10-17
778,46,87.03,2020-09-22
21,10,56.53,2020-05-07
138,50,42.07,2020-10-07
438,46,4.41,2020-11-15
202,17,95.08,2020-05-04
403,42,63.19,2020-06-24
141,25,36.15,2020-09-29
713,36,75.55,2020-04-01
515,28,87.72,2020-05-22
105,26,66.39,2020-05-28
77,50,65.46,2020-01-09
769,39,37.75,2020-06-24
68,27,94.51,2020-08-24
789,29,46.89,2020-04-04
718,44,26.98,2020-08-15
339,13,76.63,2020-03-14
114,14,30.3,2020-04-19
752,29,14.84,2020-01-19
658,46,41.67,2020-07-04
407,49,23.11,2020-10-01
601,20,94.71,2020-01-31
780,12,71.11,2020-05-04
63,44,89.75,2020-09-14
408,14,77.13,2020-11-04
661,6,19.83,2020-02-20
851,32,9.44,2020-02-07
108,2,82.2,2020-09-15
777,11,43.66,2020-08-05
626,27,47.84,2020-11-14
487,41,23.24,2020-04-23
993,42,16.6,2020-05-16
343,45,29.62,2020-11-06
710,3,53.16,2020-06-23
3,40,23.83,2020-02-10
654,2,57.49,2020-09-23
731,27,49.91,2020-03-06
354,26,79.79,2020-11-06
563,19,65.94,2020-04-25
770,3,41.03,2020-07-29
660,23,81.77,2020-11-10
132,50,87.39,2020-12-15
736,13,36.25,2020-04-08
944,9,54.44,2020-02-22
472,31,42.31,2020-02-04
576,35,76.15,2020-11-20
92,38,15.52,2020-02-06
469,1,2.44,2020-04-04
654,38,6.87,2020-01-01
483,30,13.25,2020-02-19
637,7,5.27,2020-12-09
336,41,30.77,2020-12-01
76,31,12.82,2020-02-15
155,8,82.92,2020-07-09
184,45,4.57,2020-12-13
639,11,11.51,2020-10-09
586,35,19.84,2020-03-25
335,38,37.82,2020-08-30
272,42,50.94,2020-12-27
520,50,29.32,2020-05-29
531,16,94.72,2020-02-24
847,45,78.44,2020-02-03
454,49,48.48,2020-10-06
515,18,30.43,2020-04-27
58,3,77.2,2020-08-22
334,33,67.67,2020-02-14
283,28,13.83,2020-01-11
503,13,60.91,2020-10-07
289,43,10.18,2020-11-09
411,21,39.03,2020-07-23
497,38,67.7,2020-10-28
119,40,82.39,2020-08-27
439,6,38.64,2020-10-03
936,10,65.62,2020-04-16
597,4,16.18,2020-10-29
78,36,32.0,2020-01-11
407,19,66.87,2020-07-21
118,23,27.31,2020-12-01
615,39,0.21,2020-07-03
64,17,34.9,2020-04-21
942,13,95.04,2020-02-09
814,3,67.43,2020-11-29
573,21,96.89,2020-01-24
77,6,75.18,2020-10-15
402,11,22.64,2020-10-01
227,46,94.93,2020-01-15
964,5,34.52,2020-10-01
585,7,82.25,2020-03-19
536,45,18.76,2020-05-30
944,10,25.54,2020-01-20
740,5,83.21,2020-08-07
472,39,66.46,2020-08-14
751,26,99.02,2020-12-28
794,15,20.46,2020-06-11
962,6,42.17,2020-11-03
767,15,98.18,2020-02-25
370,24,19.78,2020-04-16
266,48,71.44,2020-12-06
771,20,76.15,2020-03-11
600,33,4.31,2020-09-09
596,42,15.07,2020-01-08
167,30,6.0,2020-06-15
683,7,17.77,2020-07-05
936,49,20.11,2020-09-08
888,25,92.95,2020-05-23
1000,37,94.7,2020-02-03
430,25,47.99,2020-09-25
370,4,17.83,2020-01-14
780,39,76.64,2020-10-28
220,30,99.58,2020-06-08
301,2,18.06,2020-11-11
480,44,32.03,2020-08-11
929,45,3.26,2020-12-03
345,9,81.27,2020-03-25
25,16,15.95,2020-07-28
91,20,68.6,2020-08-21
564,18,41.81,2020-11-30
448,35,20.53,2020-09-22
561,24,5.26,2020-07-08
521,42,40.83,2020-10-14
836,25,27.98,2020-07-12
13,11,84.15,2020-11-13
584,24,50.05,2020-02-02
321,40,34.7,2020-04-24
17,44,84.15,2020-05-01
192,17,79.19,2020-10-18
714,41,65.65,2020-10-26
620,43,84.99,2020-11-18
679,22,50.21,2020-05-29
123,33,1.04,2020-08-12
446,50,60.1,2020-02-21
170,5,62.0,2020-06-12
694,9,38.45,2020-02-28
787,9,97.11,2020-05-23
951,35,55.68,2020-11-19
611,22,65.3,2020-04-30
442,22,2.6,2020-04-07
156,33,7.56,2020-07-11
756,41,90.35,2020-12-03
949,7,68.27,2020-06-03
928,18,71.59,2020-02-03
559,1,99.2,2020-07-25
867,13,89.03,2020-05-17
803,15,39.66,2020-05-12
810,32,48.09,2020-11-02
785,15,37.17,2020-05-10
567,20,70.49,2020-03-23
829,8,17.69,2020-03-06
713,25,45.66,2020-07-27
682,18,91.28,2020-10-08
885,33,29.6,2020-05-10
10,34,43.6,2020-08-22
109,15,54.96,2020-03-30
812,37,13.87,2020-10-01
874,16,61.41,2020-11-12
341,5,26.6,2020-12-02
936,38,23.25,2020-07-17
249,4,35.1,2020-10-15
977,34,84.0,2020-07-28
927,37,6.54,2020-10-29
74,32,65.66,2020-05-20
723,20,48.05,2020-08-13
911,13,74.72,2020-03-24
140,18,93.53,2020-02-12
285,31,86.72,2020-06-26
899,30,63.19,2020-10-09
323,35,2.71,2020-11-29
954,42,62.81,2020-11-17
529,1,53.06,2020-09-15
903,28,77.19,2020-05-26
211,4,56.41,2020-11-04
231,21,50.99,2020-09-19
724,26,34.83,2020-03-28
340,19,72.96,2020-11-07
788,44,84.64,2020-08-15
523,48,10.8,2020-02-09
176,40,35.37,2020-05-27
702,46,85.02,2020-02-02
834,6,22.48,2020-07-27
653,7,30.44,2020-02-03
34,38,77.52,2020-03-25
357,49,22.66,2020-04-21
207,14,47.43,2020-03-06
379,25,68.98,2020-02-06
323,19,55.48,2020-03-25
72,4,72.33,2020-08-17
57,11,75.69,2020-05-01
67,13,26.99,2020-11-13
143,32,17.37,2020-12-28
558,9,14.2,2020-04-11
482,6,50.57,2020-06-15
645,21,43.32,2020-05-15
272,5,12.24,2020-10-08
341,1,88.4,2020-03-01
110,25,14.81,2020-05-11
287,35,83.32,2020-03-30
941,5,18.57,2020-09-24
892,34,26.26,2020-03-28
117,20,28.4,2020-02-03
67,10,41.38,2020-03-06
865,33,58.18,2020-02-19
217,10,47.83,2020-05-22
587,26,51.13,2020-01-13
130,10,59.37,2020-01-20
868,7,72.83,2020-05-05
472,6,26.43,2020-12-07
430,8,62.87,2020-05-26
236,9,42.28,2020-08-10
197,13,57.35,2020-01-04
522,5,35.26,2020-04-04
976,38,25.12,2020-02-23
318,48,77.56,2020-12-13
745,34,5.45,2020-07-21
430,32,35.91,2020-07-17
438,4,0.25,2020-04-04
715,48,31.69,2020-08-22
72,48,37.76,2020-09-14
499,18,24.2,2020-06-01
134,46,50.16,2020-05-02
369,16,41.05,2020-03-20
739,44,51.63,2020-07-25
600,36,92.18,2020-01-27
707,6,77.23,2020-03-24
465,23,98.35,2020-03-01
15,8,92.3,2020-09-23
597,25,35.18,2020-10-30
611,48,15.61,2020-10-19
61,45,69.48,2020-10-25
273,26,82.44,2020-06-02
727,13,35.58,2020-04-12
913,2,55.72,2020-10-04
338,40,23.11,2020-04-02
994,17,51.88,2020-04-18
698,13,18.59,2020-05-29
927,39,56.73,2020-05-16
38,38,15.59,2020-07-09
208,25,36.04,2020-11-11
112,4,39.02,2020-04-28
472,25,21.61,2020-12-01
105,44,52.24,2020-11-21
718,42,6.33,2020-04-24
892,9,41.88,2020-11-25
546,39,34.57,2020-01-05
423,27,54.39,2020-01-09
456,23,21.25,2020-01-16
536,3,10.66,2020-07-10
741,10,34.85,2020-10-20
683,10,42.64,2020-09-24
95,45,43.89,2020-07-24
220,29,35.98,2020-06-02
917,10,5.5,2020-10-31
252,25,1.4,2020-08-30
418,30,14.29,2020-03-10
511,22,77.81,2020-08-01
480,21,94.27,2020-11-16
741,41,5.37,2020-01-04
686,10,45.77,2020-07-14
551,30,20.74,2020-03-13
478,22,4.7,2020-12-08
846,15,80.0,2020-08-03
886,19,77.76,2020-05-28
757,19,74.11,2020-06-29
181,4,44.81,2020-08-30
565,28,3.32,2020-04-19
517,42,10.9,2020-08-09
369,24,12.65,2020-01-23
679,29,30.99,2020-12-02
637,32,72.98,2020-10-13
599,7,98.21,2020-10-14
920,7,89.22,2020-01-07
150,49,20.36,2020-05-18
449,33,58.4,2020-11-22
879,11,25.93,2020-07-20
525,44,88.56,2020-11-18
47,27,46.72,2020-08-02
918,18,43.61,2020-11-21
194,19,71.54,2020-01-03
462,47,56.58,2020-03-09
228,9,61.5,2020-07-17
493,39,23.18,2020-08-02
694,40,84.66,2020-07-31
690,48,83.6,2020-09-11
357,8,89.52,2020-02-07
908,5,0.87,2020-07-05
96,10,90.23,2020-11-04
14,45,17.14,2020-09-30
53,45,96.04,2020-06-15
860,3,40.1,2020-11-19
209,17,38.78,2020-01-13
484,28,26.85,2020-06-12
252,20,58.65,2020-02-05
178,18,71.74,2020-09-04
777,38,17.45,2020-12-28
237,29,17.05,2020-11-23
568,39,93.99,2020-10-15
642,44,53.12,2020-07-20
963,29,93.72,2020-04-19
385,40,84.31,2020-06-30
68,30,5.49,2020-12-22
361,24,31.78,2020-10-27
379,16,32.93,2020-02-08
934,39,13.52,2020-05-22
903,9,35.87,2020-02-10
540,4,9.52,2020-03-29
979,44,55.75,2020-07-16
751,4,18.42,2020-06-16
496,43,84.95,2020-10-16
856,40,20.58,2020-02-16
686,3,42.59,2020-05-29
624,15,26.69,2020-04-16
424,32,35.95,2020-07-28
421,39,69.23,2020-02-21
889,13,89.82,2020-05-15
31,27,43.36,2020-04-19
364,26,2.05,2020-03-30
2,29,88.78,2020-09-14
240,42,31.44,2020-04-18
298,40,25.49,2020-02-13
174,40,59.89,2020-05-20
171,18,14.22,2020-09-28
527,4,98.14,2020-07-17
80,37,28.75,2020-01-06
360,10,99.11,2020-10-07
740,33,29.4,2020-09-22
513,17,12.12,2020-02-13
735,39,53.01,2020-06-03
81,42,52.54,2020-04-29
841,10,15.03,2020-10-29
399,37,6.76,2020-08-15
342,35,72.28,2020-12-14
80,25,50.58,2020-05-10
343,41,99.53,2020-04-12
795,29,31.67,2020-10-12
393,38,85.13,2020-10-16
541,14,13.57,2020-01-30
991,17,57.41,2020-07-14
597,24,5.25,2020-02-22
488,26,98.01,2020-04-16
211,42,41.88,2020-09-19
673,23,7.29,2020-12-25
791,31,58.11,2020-06-02
592,35,75.55,2020-11-21
743,9,98.89,2020-05-07
672,8,76.08,2020-05-09
616,50,3.66,2020-07-07
188,19,92.07,2020-05-25
564,32,30.07,2020-07-20
636,7,94.01,2020-03-01
992,21,76.06,2020-03-29
860,2,60.52,2020-03-29
705,36,57.96,2020-10-27
427,22,66.46,2020-12-15
336,13,91.58,2020-09-19
729,9,95.56,2020-05-28
835,21,97.14,2020-08-13
246,38,49.24,2020-05-10
217,20,4.73,2020-09-08
233,26,85.62,2020-03-06
630,28,48.22,2020-06-08
956,17,88.65,2020-06-11
905,33,94.18,2020-06-05
10,26,99.91,2020-07-22
956,18,12.76,2020-02-13
490,6,11.77,2020-03-19
154,29,52.64,2020-02-15
835,19,17.84,2020-08-18
354,43,34.45,2020-04-11
10,44,29.1,2020-04-25
62,1,88.88,2020-05-26
707,31,71.48,2020-03-22
931,50,88.45,2020-05-17
204,17,39.82,2020-07-04
508,36,49.03,2020-10-21
950,8,70.42,2020-09-12
585,38,32.81,2020-03-06
303,8,9.73,2020-09-29
829,11,81.39,2020-08-10
244,25,73.08,2020-07-23
285,9,77.01,2020-07-02
444,40,65.22,2020-04-19
210,48,59.48,2020-10-30
221,10,58.12,2020-04-26
303,10,42.16,2020-06-11
990,38,52.83,2020-08-03
985,30,81.37,2020-08-18
992,32,3.47,2020-11-14
465,27,30.2,2020-08-14
283,26,91.39,2020-10-14
584,30,66.95,2020-08-29
259,24,75.53,2020-08-18
232,9,71.78,2020-12-18
733,22,35.56,2020-02-21
202,41,32.73,2020-03-09
606,17,54.06,2020-09-08
879,25,53.99,2020-12-11
687,11,15.72,2020-01-16
549,8,63.25,2020-06-12
250,39,73.79,2020-06-02
961,31,0.13,2020-12-17
120,48,51.45,2020-11-13
63,35,50.16,2020-04-19
185,17,81.56,2020-03-04
749,38,83.79,2020-06-27
167,18,26.36,2020-05-14
757,4,18.44,2020-08-12
385,6,57.82,2020-11-21
422,25,48.65,2020-12-27
853,36,28.12,2020-07-05
144,44,68.12,2020-06-30
713,42,54.94,2020-07-26
239,25,91.93,2020-09-09
648,35,41.8,2020-08-09
985,35,7.19,2020-01-11
820,28,0.73,2020-01-20
878,5,44.12,2020-08-12
575,24,32.89,2020-08-09
925,39,49.05,2020-11-30
217,17,37.94,2020-04-17
441,5,34.33,2020-05-20
178,39,10.44,2020-12-28
876,4,19.6,2020-10-07
113,28,88.82,2020-12-12
307,50,53.94,2020-07-31
90,7,66.06,2020-06-10
401,36,13.5,2020-08-14
358,11,83.6,2020-08-12
448,33,24.62,2020-09-03
426,3,68.13,2020-02-28
214,4,12.34,2020-02-26
662,33,63.71,2020-09-28
165,50,84.94,2020-05-16
914,3,29.58,2020-07-26
724,8,50.96,2020-08-23
38,27,1.25,2020-04-01
676,44,64.1,2020-10-10
393,30,68.25,2020-04-08
122,8,26.18,2020-12-10
88,19,66.1,2020-11-06
953,31,84.73,2020-01-17
18,16,37.98,2020-07-07
401,49,70.8,2020-08-25
843,24,43.14,2020-04-12
783,6,39.76,2020-05-20
93,10,9.92,2020-01-20
167,24,49.88,2020-09-03
105,30,76.85,2020-12-13
798,33,37.63,2020-02-20
734,10,1.92,2020-07-20
306,40,98.01,2020-05-21
87,35,62.56,2020-10-25
71,13,22.98,2020-10-05
428,8,81.38,2020-05-23
237,28,22.73,2020-10-23
674,35,32.15,2020-01-01
735,38,47.96,2020-11-07
565,10,79.68,2020-12-03
800,37,88.28,2020-11-29
204,16,24.02,2020-05-29
898,48,42.15,2020-12-09
207,28,64.7,2020-03-18
74,28,53.01,2020-06-18
289,28,14.3,2020-09-10
847,43,27.07,2020-02-04
538,3,82.74,2020-05-08
652,7,1.19,2020-07-27
685,27,93.78,2020-08-15
562,26,35.97,2020-05-31
224,23,78.67,2020-05-09
268,8,97.59,2020-05-18
358,36,34.11,2020-12-01
489,7,50.35,2020-11-20
779,13,98.64,2020-04-11
246,17,96.06,2020-05-11
39,39,99.93,2020-07-17
387,49,86.29,2020-04-05
297,34,96.65,2020-10-15
113,1,35.82,2020-09-23
224,19,55.54,2020-09-28
822,50,59.45,2020-10-14
596,16,28.69,2020-07-04
298,41,92.46,2020-06-25
894,13,3.83,2020-02-22
423,36,95.56,2020-07-12
937,2,29.78,2020-04-24
849,49,63.24,2020-02-19
784,18,54.36,2020-09-05
601,46,24.12,2020-12-23
194,34,25.32,2020-08-04
428,47,5.78,2020-04-24
3,14,73.66,2020-11-02
53,17,75.09,2020-01-18
593,17,20.35,2020-05-21
410,19,38.29,2020-03-01
390,38,24.62,2020-09-07
847,47,68.12,2020-03-15
862,17,48.53,2020-07-26
824,1,61.06,2020-09-04
623,30,10.02,2020-11-18
756,38,13.12,2020-05-27
122,20,58.22,2020-04-10
319,36,79.18,2020-10-22
636,7,55.96,2020-07-20
850,48,59.29,2020-02-07
616,42,63.18,2020-07-10
487,45,43.84,2020-08-21
316,9,34.73,2020-07-08
902,28,62.57,2020-07-21
843,24,17.4,2020-10-11
6,43,18.77,2020-09-22
720,35,77.17,2020-01-05
820,21,68.43,2020-07-26
568,30,10.24,2020-02-12
181,7,52.75,2020-08-02
680,46,20.47,2020-12-06
59,6,23.17,2020-11-18
9,34,5.19,2020-09-04
761,41,25.67,2020-06-07
84,19,42.0,2020-05-29
896,23,85.76,2020-03-29
458,49,97.44,2020-10-12
802,29,92.54,2020-01-08
476,22,90.21,2020-06-26
386,37,73.65,2020-10-31
60,4,92.87,2020-11-20
443,33,93.05,2020-04-27
408,13,61.28,2020-04-08
419,36,58.91,2020-01-26
29,9,29.8,2020-09-04
533,13,70.49,2020-04-03
969,29,80.42,2020-06-10
506,45,22.31,2020-04-20
33,30,59.66,2020-06-02
525,40,90.03,2020-03-28
488,39,82.24,2020-08-17
412,36,57.05,2020-12-23
467,29,22.2,2020-09-18
745,5,94.68,2020-10-17
628,22,4.36,2020-09-06
104,11,43.81,2020-10-10
954,29,32.71,2020-10-25
790,30,23.28,2020-05-23
477,23,98.58,2020-06-19
995,1,23.66,2020-01-24
366,42,16.98,2020-09-27
692,36,18.05,2020-04-12
32,17,25.71,2020-07-17
451,44,40.25,2020-02-27
790,39,16.79,2020-12-05
29,6,95.41,2020-03-21
456,29,92.09,2020-05-08
648,33,43.04,2020-12-10
419,37,36.86,2020-02-05
287,9,74.19,2020-07-30
904,18,40.44,2020-11-28
102,8,17.88,2020-03-11
134,14,72.94,2020-02-03
650,50,97.32,2020-01-01
2,45,74.92,2020-02-04
282,15,80.8,2020-09-07
443,43,16.26,2020-05-24
602,22,15.1,2020-05-05
802,37,53.58,2020-12-07
744,3,77.9,2020-10-18
527,46,79.66,2020-12-03
660,26,39.14,2020-01-06
67,47,36.0,2020-09-22
850,42,64.79,2020-04-23
72,44,40.9,2020-07-28
106,3,62.85,2020-07-16
197,20,48.23,2020-03-04
347,12,63.66,2020-07-20
701,26,93.96,2020-09-02
413,8,38.72,2020-02-09
272,11,81.95,2020-02-04
770,24,0.94,2020-03-25
729,46,24.07,2020-08-22
258,40,12.64,2020-01-09
172,31,21.47,2020-01-24
568,14,87.15,2020-06-30
774,29,44.83,2020-12-10
594,9,58.59,2020-12-09
580,32,1.27,2020-09-20
129,34,10.52,2020-07-01
957,41,44.27,2020-12-04
902,35,17.6,2020-02-08
696,32,33.02,2020-08-19
858,49,45.57,2020-01-12
771,39,45.55,2020-01-09
878,1,70.11,2020-08-24
20,15,30.74,2020-06-07
338,45,44.4,2020-06-27
788,34,75.98,2020-07-06
149,7,74.1,2020-11-14
559,11,99.37,2020-04-03
74,10,86.06,2020-08-04
310,41,2.49,2020-05-13
121,29,79.76,2020-11-08
126,6,67.16,2020-12-27
955,2,90.65,2020-10-25
490,7,40.93,2020-06-04
849,5,58.86,2020-10-16
88,47,58.57,2020-12-11
